DO,pH,Alkalinity,Hardness,Nitrite,H2S,Salinity,Ammonia,Temperature,WSS,AHPND,TSV,YHV
4.79,7.24,85.18,137.11,0,0.02,20.62,3.77,31.92,1,1,0,1
3.25,8.11,76.61,95.65,0.01,0.02,23.65,0.88,30.33,1,1,1,1
3.91,6.84,51.36,104.11,0.01,0.02,20.81,0.72,32.84,1,1,1,1
3.61,8.61,65.09,145.02,0,0.02,22.15,0.9,35.27,1,1,1,1
3.25,8.56,47.57,108.45,0.02,0.02,20.22,1.82,34.07,1,1,1,1
3.64,8.38,98.31,94.74,0.01,0.02,24.3,2.66,34.87,1,1,1,1
3.74,8.79,58.2,130.28,0.02,0.02,24.66,0.78,33.93,1,1,0,1
4.71,7.63,46.28,116.66,0,0.02,17.44,0.37,30.04,0,0,0,1
3.36,8.26,75.73,113.08,0.01,0.02,22.48,0.76,29.04,1,1,0,1
3.2,8.19,60.34,101,0.01,0.02,22.93,4.83,29.86,1,1,1,1
3.04,7.52,81.42,75.34,0.01,0.02,24.83,3.1,32.69,1,0,1,1
4.6,8.77,46.75,96.2,0.02,0.02,24.54,5.92,30.66,0,1,0,1
3.51,8.65,81.95,138.39,0,0.02,22.1,1.34,32.99,1,1,1,1
3.72,7.09,77.62,98.61,0.02,0.02,15.12,4.13,33.53,1,1,0,1
4.62,7.91,69.18,145.6,0.02,0.02,13.41,0.73,31.14,0,0,0,1
4.13,7.75,46.78,125.12,0.01,0.02,22.41,0.54,35.88,0,0,0,1
4.56,8.87,31.56,75.77,0,0.02,20.28,0.37,35.33,0,1,0,1
3.98,6.54,41.79,130.25,0,0.02,19.59,3.62,30.46,1,1,1,1
3.88,7.27,90.14,103.56,0.01,0.02,22.88,0.47,36.56,1,1,0,1
3.68,8.92,40.15,149.92,0,0.02,24.37,0.12,28.49,1,1,0,1
3.11,8.62,27.55,90.2,0.02,0.02,13.46,0.49,36.09,1,1,1,1
4.38,6.75,87.41,86.23,0.01,0.02,19.97,4.75,33.3,1,1,1,1
3.04,6.6,33.96,135.08,0.01,0.02,24.09,4.93,28.65,1,1,1,1
3.84,8.77,81.45,147.4,0.01,0.02,14.05,4.61,29.92,1,1,0,1
4.76,7.88,79.47,144.1,0.01,0.02,13.79,0.46,28.59,0,0,0,1
3,8.61,58.01,132.69,0.01,0.02,23.36,1.55,28.68,1,1,1,1
4,7.28,52.48,107.48,0.01,0.02,12.62,4.68,31.5,1,1,0,1
4.51,7.8,40.29,78.97,0,0.02,23.9,0.7,33.44,0,1,0,1
4.35,6.99,87.39,147,0,0.02,10.09,2.33,35.27,1,1,1,1
3.36,6.53,66.84,86.69,0.01,0.02,20.83,3.61,36.85,1,1,1,1
4.99,8.87,94.09,85.53,0.02,0.02,16.6,4.59,35.23,0,1,0,1
4.78,7.83,81.65,128.63,0,0.02,23.77,0.88,30.58,0,0,0,1
4.39,6.75,85.65,145.92,0,0.02,24.17,5.46,32.47,1,1,1,1
3.2,7.63,71.25,130.87,0.01,0.02,15,1.5,28.39,1,0,1,1
4.74,8.37,75.88,117.09,0.01,0.02,22.24,0.33,33.76,0,0,0,1
4.82,7.83,99.02,85.9,0,0.02,24.68,5.58,33.22,0,0,0,1
4.81,8.82,26.09,122.56,0.02,0.02,19.74,1.74,36.41,0,1,0,1
4.13,7.49,42.3,122.07,0.01,0.02,22.08,4.05,28.53,1,1,0,1
3.82,6.9,49.82,138.62,0.01,0.02,10.34,0.86,35.61,1,1,1,1
3.2,8.62,43.55,142.71,0.01,0.02,24.98,3.37,31.65,1,1,1,1
4.09,6.91,59.98,84.1,0,0.02,24.8,5.58,34.94,1,1,1,1
3.88,8.64,37.87,80.97,0.01,0.02,23.77,0.42,29.5,1,1,0,1
4.26,8.61,96.02,115.62,0.02,0.02,21.7,0.91,35.93,0,1,0,1
3.43,7.71,52.17,138.26,0.01,0.02,16.76,0.43,33.82,1,0,1,1
4.28,8.43,31.43,79.12,0.02,0.02,11.87,4.4,29.1,0,1,0,1
4.94,8.61,97.57,134.82,0.02,0.02,21.63,0.85,34.94,0,1,0,1
4.39,7.5,44.32,75.89,0,0.02,11.33,2.34,31.57,0,1,0,1
4.77,7.9,28.68,97.15,0.01,0.02,16.45,5.14,36.25,0,1,0,1
4.85,7.79,32.26,91.48,0,0.02,24.56,0.22,33.66,0,1,0,1
4.89,7.23,58.12,148.51,0.01,0.02,22.71,0.18,29.09,1,1,0,1
4.04,8.8,71.03,81.95,0.01,0.02,23.6,0.18,36.78,0,1,0,1
3.36,7.51,36.73,129.12,0.02,0.02,23.82,1.25,29.7,1,1,0,1
4.64,8.77,59.07,135.43,0.02,0.02,11.7,4.52,29.89,0,1,0,1
3.1,7.71,66.48,100.83,0.01,0.02,12.34,4.51,30.87,1,0,1,1
3.26,7.52,89.23,147.08,0.02,0.02,18.94,5.01,31.24,1,0,1,1
4.86,8.25,42.9,134.06,0.01,0.02,17.53,1.83,32.82,0,1,0,1
3.56,8.6,52.11,109.74,0,0.02,23.9,3.24,33.13,1,1,1,1
4.89,6.98,58.8,105.93,0.01,0.02,21.65,4.87,31.5,1,1,1,1
4.37,8.67,91.7,75.82,0.01,0.02,16.58,2.7,31.63,0,1,0,1
4.35,8.04,46.07,103.65,0.01,0.02,24.65,1.71,32.95,0,1,0,1
3.75,7.61,49.01,78.37,0.01,0.02,22.91,3.76,36.68,1,0,1,1
4.74,8.13,78.8,138.19,0,0.02,12.05,0.62,33.72,0,1,0,1
4.12,6.8,67.94,79.54,0.02,0.02,23.58,2.25,29.7,1,1,1,1
3.61,8.28,85.42,87.98,0.01,0.02,13.38,2.51,34.83,1,1,1,1
4.7,6.76,67.62,149.16,0.01,0.02,15.95,2.91,35.85,1,1,1,1
4.57,7.92,89.37,100.65,0.02,0.02,11.89,1.67,35.41,0,0,0,1
4.94,8.34,60.26,115.04,0,0.02,22.27,3.76,30.9,0,1,0,1
4.96,8.8,83.65,145.56,0.01,0.02,19.9,0.8,36.49,0,1,0,1
4.21,8.7,99.58,77.88,0.01,0.02,21.01,0.23,36.83,0,0,0,1
3.03,7.43,66.11,88.06,0.01,0.02,12.25,0.4,32.74,1,1,1,1
3.51,8.27,59.18,87.74,0.01,0.02,24.73,0.79,34.76,1,1,1,1
3.62,7.45,89.59,133.29,0.01,0.02,23.89,4.9,28.58,1,1,0,1
3.45,7.61,80.23,77.55,0.02,0.02,13.26,5.05,36.48,1,0,1,1
4.45,7.08,52.39,111.78,0.02,0.02,17.93,0.07,31.44,1,1,0,1
4.3,7.96,95.43,131.02,0.01,0.02,20.33,3.06,28.69,0,0,0,1
4.86,6.54,75.97,132.5,0.01,0.02,13.83,4.26,31.61,1,1,1,1
4.09,7.52,29.67,97.98,0.02,0.02,17.83,0.97,29.63,0,1,0,1
3.88,7.46,93.93,89.78,0,0.02,23.49,0.12,32.29,1,1,0,1
4.28,6.86,38.82,112.6,0.02,0.02,21.76,3.32,34.46,1,1,1,1
3.44,8.35,60.16,77.21,0.01,0.02,21.91,0.15,29.46,1,0,0,1
3.1,7.31,52.2,107.16,0.02,0.02,11,0.43,30.63,1,1,1,1
3.42,7.46,61.04,118.67,0,0.02,24.24,0.1,29.34,1,1,0,1
4.73,8.97,26.74,80.3,0.01,0.02,23.29,0.73,28.42,0,1,0,1
3.22,8.06,37.6,126.16,0.02,0.02,24.69,0.89,31.56,1,1,1,1
4.93,7.51,83.39,140.42,0.02,0.02,19.28,2.8,31.36,0,0,0,1
3.81,7.08,64.1,78.66,0,0.02,22.24,5.76,30.92,1,1,0,1
3.36,8.91,77.64,80.28,0.01,0.02,10.86,2.43,31.45,1,1,1,1
4.13,6.86,76.85,102.77,0.02,0.02,17.35,5.44,30.66,1,1,1,1
3.82,7.5,84.05,88.67,0.02,0.02,21.03,2.52,28.18,1,0,0,1
4.58,7.83,51.52,79.74,0,0.02,12.77,0.86,34.05,0,0,0,1
3.15,6.75,40.74,99.5,0.01,0.02,11.81,0.88,30.55,1,1,1,1
3.05,7.95,75.05,139.54,0,0.02,15.11,0.35,35.46,1,0,1,1
4.68,6.76,74.02,119.64,0,0.02,16.31,0.71,35.95,1,1,1,1
3.24,7.99,95.74,106.53,0.01,0.02,16.11,0.03,34.66,1,0,1,1
4.91,7.7,70.52,112.65,0.01,0.02,19.28,0.36,32.71,0,0,0,1
4.22,8.54,65.76,101.27,0.01,0.02,10.15,0.33,30.09,0,1,0,1
3.53,7.93,69.99,84.67,0.02,0.02,18.03,0.88,34.3,1,0,1,1
4.39,7.03,46.83,115.14,0.01,0.02,13.41,0.12,31.37,1,1,0,1
4.05,7.58,60.54,104.81,0.01,0.02,19.53,2.01,34.69,0,0,0,1
4.26,7.58,70.77,119.81,0.01,0.02,23,5.21,34.69,0,0,0,1
4.24,8.68,81.97,100.74,0,0.02,14.52,0.62,31.53,0,1,0,1
4.44,8.37,51.29,89.36,0.01,0.02,23.03,5.47,31.78,0,1,0,1
3.09,7.49,95.38,75.38,0.01,0.02,21.85,2.49,34.17,1,1,1,1
4.61,6.92,35.68,84.98,0,0.02,24.46,1.23,29.95,1,1,1,1
3.79,7.85,51.37,115.25,0.01,0.02,22.39,2.07,36.28,1,0,0,1
3.33,6.55,66.5,86.78,0.01,0.02,23.44,0.34,31.88,1,1,1,1
4.79,6.8,96.2,107.07,0.02,0.02,23.14,2.97,33.07,1,1,0,1
4.78,8.09,75.94,144.12,0,0.02,11.23,3.51,34.7,0,1,0,1
4.69,7.71,41.48,137.02,0,0.02,14.78,4.03,33.29,0,1,0,1
4.19,8.99,74.14,148.96,0,0.02,17.31,0.9,34.29,0,1,0,1
3.84,8.15,76.03,139.21,0.02,0.02,20.65,0.45,36.81,1,0,0,1
4.11,8.93,30.19,90.08,0.01,0.02,15.17,0.47,30.16,0,1,0,1
4.09,8.7,33.15,99.45,0.01,0.02,20.88,1.95,32.48,0,1,0,1
4.44,8.26,62.79,138.22,0.01,0.02,14.77,0.67,36.1,0,1,0,1
3.75,6.71,70.31,80.05,0.02,0.02,21.23,2.17,34.94,1,1,1,1
3.48,7.6,30.44,134.78,0.02,0.02,24.46,3.94,29.79,1,1,0,1
4.34,6.5,71.67,128.34,0,0.02,20.34,0.47,34.12,1,1,1,1
3.07,8.2,46.66,101.76,0.01,0.02,11.2,3.05,28.09,1,1,1,1
3.77,8.44,27.92,105.73,0.01,0.02,18.53,5.05,30.9,1,1,0,1
4.57,8.78,57.61,79.95,0.01,0.02,15.76,0.16,33.52,0,1,0,1
3.69,7.39,37.42,137.76,0.01,0.02,20.74,0.51,30.71,1,1,0,1
4.13,7.86,40.85,97.27,0,0.02,17.03,2.55,28.26,0,1,0,1
3.64,8.13,75.62,142.27,0.01,0.02,24.41,0.3,36.06,1,0,1,1
4.99,6.94,74.4,97.99,0.01,0.02,24.09,0.62,36.79,1,1,1,1
3.05,8.96,65.49,105.49,0.01,0.02,23.79,1.79,36.95,1,1,1,1
3.55,6.51,61.84,139.26,0.01,0.02,23.04,1.96,29.16,1,1,1,1
4,6.99,26.48,110.75,0.01,0.02,18.52,0.61,30.61,1,1,1,1
3.74,7.67,91.14,112.79,0.01,0.02,21.77,1,28.35,1,0,0,1
3.44,7.89,49.11,126.14,0.01,0.02,11.46,0.92,36.09,1,0,1,1
3.77,7.14,73.67,95.91,0.01,0.02,20.21,3.69,31.93,1,1,0,1
4.61,8.99,85.74,136.55,0,0.02,13.91,0.86,36.43,0,1,0,1
4.57,7.62,94.11,149.84,0.01,0.02,20.63,0.85,31.23,0,0,0,1
4.31,6.64,85.13,131.38,0,0.02,21.17,2.15,35.54,1,1,1,1
3.71,8.24,53.36,144.95,0.01,0.02,20.67,0.57,29.33,1,1,0,1
3.68,7.09,85.66,128.4,0.02,0.02,22.42,0.87,30.68,1,1,0,1
3.11,7.25,27.94,123.29,0.02,0.02,22.6,5.73,29.62,1,1,1,1
4.73,7.14,40.36,144.45,0.01,0.02,10.93,2.35,28.98,1,1,0,1
3.15,6.72,76.11,132.05,0.01,0.02,11.13,0.68,33.84,1,1,1,1
4.37,7.92,71.54,86.85,0.01,0.02,22.69,4.57,33.1,0,0,0,1
4.15,7.17,89.69,138.53,0.02,0.02,23.16,0.74,36.38,1,1,0,1
3.86,6.58,59.27,148.6,0.01,0.02,20.37,4.76,35.19,1,1,1,1
3.97,8.1,92.66,111.51,0.01,0.02,18.9,0.24,29.57,1,0,0,1
4.36,8,35.01,144.95,0.01,0.02,22.44,0.81,30.55,0,1,0,1
3.41,6.98,40.32,114.95,0,0.02,21.9,0.83,28.71,1,1,1,1
3.74,8.22,91.56,127.49,0.01,0.02,23.29,4.12,35.55,1,1,1,1
4.52,7.28,49.55,126.33,0,0.02,24.86,3.57,35.02,1,1,0,1
3.21,7.57,39.87,147.15,0.01,0.02,24.47,1.44,29.99,1,1,1,1
4.28,7.45,45.2,128.59,0,0.02,23.23,0.63,28.92,1,1,0,1
4.51,8.06,65.6,130.65,0.02,0.02,14.88,0.13,33.33,0,0,0,1
4.29,8.46,30.52,96.17,0.01,0.02,12.83,0.73,29.47,0,1,0,1
4.34,7.99,77.29,140.26,0.01,0.02,21.13,5.3,32.78,0,0,0,1
4.18,8.13,72.93,84.2,0.01,0.02,20.16,0.79,32.16,0,1,0,1
4.48,7.97,75,104.35,0.01,0.02,10.94,0.15,28.99,0,0,0,1
3.93,6.9,70.26,132.94,0.02,0.02,11.27,0.68,35.17,1,1,1,1
3.29,6.61,52.76,137.56,0.01,0.02,21.16,5.71,30.07,1,1,1,1
3.64,6.84,64.97,113.13,0,0.02,21.71,3.74,35.39,1,1,1,1
4.7,7.21,48.38,149.87,0.01,0.02,11.54,0.31,32.98,1,1,0,1
4.32,8.39,39.12,124.82,0,0.02,13.09,1.83,33.39,0,1,0,1
3.78,7.54,89.45,82.15,0.02,0.02,23.74,0.98,36.29,1,0,0,1
4.83,6.86,58.89,127.12,0.02,0.02,21.71,0.45,28.38,1,1,1,1
4.06,8.34,67,120.56,0.02,0.02,17.8,0.63,33.8,0,1,0,1
3.32,8.17,76.66,102.88,0,0.02,11.77,0.47,29.7,1,1,0,1
4.39,8.09,84.06,76.44,0.01,0.02,20.38,5.41,35.9,0,1,0,1
4.57,7.86,84.96,144.85,0.01,0.02,10.82,4.4,29.38,0,0,0,1
4.69,7.13,95.06,91.54,0,0.02,22.14,4.74,29.56,1,1,0,1
3.91,6.68,77.56,81.77,0.02,0.02,23.66,0.89,28.18,1,1,1,1
3.18,7.47,79.31,116,0.01,0.02,20.46,0.93,28.92,1,1,1,1
3.27,8.89,39.59,107.48,0.01,0.02,23.03,1.65,28.31,1,1,1,1
4.14,6.56,91.47,114.69,0.01,0.02,21.44,0.89,36.56,1,1,1,1
4.25,7.98,60.2,142.16,0.02,0.02,21.47,2.48,29.58,0,0,0,1
4.39,8.71,93.06,80.26,0.01,0.02,14.71,2.66,28.41,0,1,0,1
3.83,7.95,65.6,80.79,0.02,0.02,22.1,0.27,30.66,1,0,0,1
3.28,8.29,36.19,89.79,0,0.02,21.82,0.1,30.4,1,1,1,1
3.62,8.29,90.08,123.04,0,0.02,24.73,0.3,36.4,1,0,1,1
4.42,7.45,81.05,99.02,0,0.02,22.58,4.35,33.15,1,1,0,1
3.42,6.89,82.76,82.73,0.01,0.02,21.18,1.73,30.6,1,1,1,1
4.47,6.89,43.02,117.03,0.02,0.02,19.87,2.57,36.13,1,1,1,1
3.78,7.66,35.23,107.16,0.01,0.02,23.24,0.32,33.33,1,1,0,1
3.04,6.59,84.1,128.25,0.01,0.02,21.67,0.77,30.35,1,1,1,1
4.3,8.32,91.57,124.31,0.01,0.02,20.96,0.27,36.32,0,0,0,1
4.27,8.38,51.5,146.24,0.01,0.02,11.75,3.36,34.14,0,1,0,1
4.44,7.63,65.35,116.63,0.01,0.02,24.44,0.96,28.06,0,0,0,1
4.6,7.22,55.13,82.1,0.01,0.02,23.02,0.14,31.35,1,1,0,1
4.36,6.86,32.34,107.2,0.01,0.02,15.48,0.99,34.86,1,1,1,1
3.55,7.73,84.39,98.25,0.01,0.02,14.77,0.73,29.11,1,0,0,1
4.31,7.41,43.63,129.73,0.01,0.02,10.62,0.98,34.2,1,1,0,1
4.53,8.45,59.65,89.79,0.01,0.02,12.48,2.5,36.11,0,1,0,1
3.58,6.85,46.41,86.78,0.01,0.02,23.17,0.15,28.76,1,1,1,1
4.64,8.37,32.52,92.04,0,0.02,16.95,0.08,31.85,0,1,0,1
3.16,8.05,68.94,90.74,0.02,0.02,14.52,0.67,36.18,1,1,1,1
4.82,8.77,25.41,104.79,0.02,0.02,18.3,1.99,34.39,0,1,0,1
5,8.29,42.81,75.25,0.01,0.02,20.65,0.29,35.79,0,1,0,1
3.84,6.79,99.5,123.31,0,0.02,20.41,0.13,33.79,1,1,0,1
3.53,8.68,81.04,116.61,0.01,0.02,17.71,2.31,33.37,1,1,1,1
3.52,6.66,31.68,143.95,0.01,0.02,20.16,0.35,34.61,1,1,1,1
3.68,6.5,30.18,115.05,0.02,0.02,22.02,0.03,35.51,1,1,1,1
4.58,7.27,84.5,86.67,0.01,0.02,13.41,3.8,36.74,1,1,0,1
4.27,7.49,25.34,88.8,0.01,0.02,21.01,5.38,30.1,1,1,0,1
4.49,7.21,41.13,149.62,0.01,0.02,12.55,0.07,28.35,1,1,0,1
4.81,8.12,45.51,134.38,0,0.02,12.39,0.18,31.03,0,1,0,1
5,7.15,77.77,105.66,0.01,0.02,15.18,5.6,34.88,1,1,0,1
4.95,8.97,85.46,91.85,0,0.02,10.93,1.6,33.22,0,1,0,1
3.95,8.18,74.47,104.25,0.02,0.02,21.53,0.72,34.43,1,1,0,1
3.96,8.17,60.21,107.32,0,0.02,11.62,4.15,30.8,1,1,0,1
3.14,8.47,82.25,80.49,0,0.02,23.42,0.33,35.12,1,0,1,1
3.61,6.67,69.22,135.58,0.02,0.02,23.04,3.58,29.48,1,1,1,1
4.85,7.11,80.69,81.4,0,0.02,19.4,5.14,33.97,1,1,0,1
4.37,7.77,71.18,142.16,0.02,0.02,15.66,0.63,28.77,0,0,0,1
3.57,8.66,46.39,140.96,0.02,0.02,24.96,5.2,33.8,1,1,1,1
3.87,8.99,34.2,83.2,0,0.02,18.85,5.12,29.47,1,1,0,1
3.73,8.02,60.91,80.44,0.01,0.02,17.66,1.27,30.71,1,1,0,1
4,6.56,62.75,107.82,0.01,0.02,23.51,0.23,33.54,1,1,1,1
3.32,8.76,42.04,141.68,0.01,0.02,17.47,1.68,31.96,1,1,1,1
3.9,8.47,68.48,118.43,0,0.02,13.98,4.78,35.64,1,1,0,1
4.83,7.77,44.57,147.9,0,0.02,23.27,0.12,36.17,0,0,0,1
3.18,8.39,28.92,117.89,0.01,0.02,23.16,0.47,29.65,1,1,1,1
3.74,8.03,46.07,98.67,0.01,0.02,23.65,0.9,30.5,1,1,0,1
3.11,7.56,82.45,135.49,0,0.02,24.54,1.27,34.17,1,0,1,1
4.64,7.12,52.51,110.83,0.01,0.02,23.72,3.25,34.25,1,1,0,1
4.61,7.02,37.9,121.98,0,0.02,14.71,0.01,29.64,1,1,0,1
4.69,7.31,62.23,90.87,0,0.02,20.38,0.34,31.62,1,1,0,1
4.32,7.39,72.83,78.15,0.01,0.02,23.82,2.09,34.66,1,1,0,1
4.92,7.52,50.4,81.87,0.01,0.02,24.32,0.22,30.35,0,0,0,1
4.2,7.79,99.81,120.26,0.01,0.02,24.36,5.03,32.36,0,0,0,1
4.76,8.77,91.27,122.65,0.02,0.02,19.23,3.9,28.84,0,1,0,1
3.1,6.79,95.91,105.76,0.01,0.02,17.78,4.4,36.18,1,1,1,1
3.05,6.95,96.35,127.13,0.01,0.02,24.16,5.35,31.52,1,1,1,1
3.41,7.67,26.73,91.15,0.01,0.02,15.84,3.3,35.84,1,1,1,1
4.16,7.28,59.67,80.76,0,0.02,21.06,0.14,33.1,1,1,0,1
4.54,8.83,78.16,92.67,0.02,0.02,24.94,0.2,28.16,0,1,0,1
4.74,8.69,91.18,86.94,0,0.02,14.51,0.33,36.6,0,1,0,1
3.16,8.97,34.57,128.78,0.01,0.02,18.46,0.61,35.38,1,1,1,1
4.7,6.99,49.96,149.91,0.02,0.02,20.18,2.35,31.46,1,1,1,1
4.86,8.55,46.39,104.52,0.02,0.02,22.58,0.8,35.31,0,1,0,1
4.08,8.04,42.15,76.51,0.01,0.02,22.42,0.68,31.99,0,1,0,1
3.11,7.09,66.66,122.21,0,0.02,21.68,0.82,31.83,1,1,1,1
4.77,8.48,60.24,88.28,0.01,0.02,13.56,3.15,28.66,0,1,0,1
3.32,7.58,44.84,119.16,0.01,0.02,18.17,2.63,35.91,1,0,1,1
4.59,6.82,95.16,114.77,0.02,0.02,23,2.59,31.56,1,1,0,1
3.61,7.93,97.67,100.75,0.01,0.02,23.5,4.61,29.83,1,0,0,1
4.3,6.82,41.18,128.66,0,0.02,22.39,0.52,30.87,1,1,1,1
4.75,7.04,37.14,101.29,0.01,0.02,24.58,2.8,28.46,1,1,0,1
3.29,7.67,59.21,115.74,0.01,0.02,20.12,0.26,31.02,1,0,1,1
4.74,7.72,44.11,110.15,0.02,0.02,12.11,0.32,32.62,0,1,0,1
4.72,6.98,44.94,75.98,0,0.02,16.65,4.6,32.11,1,1,1,1
4.5,6.8,99.31,84.83,0,0.02,17.16,0.1,32.37,1,1,0,1
4.34,8.19,66.93,127.27,0.01,0.02,24.45,0.78,32.86,0,1,0,1
4.86,8.98,88.59,104.97,0.01,0.02,23.04,0.85,32.31,0,1,0,1
3.79,8.14,49.45,91.56,0.02,0.02,18.23,2.94,36.88,1,1,0,1
3.89,7.07,42.65,83.39,0.01,0.02,19.04,2.41,30.32,1,1,0,1
3.43,8.57,79.49,107.38,0.01,0.02,11.01,0.48,29.76,1,1,0,1
4.59,7.43,35.33,97.42,0.01,0.02,21.23,0.09,32.87,1,1,0,1
4.74,8.24,69.18,122.94,0.01,0.02,12.19,0.78,31.34,0,1,0,1
4.45,8.11,76.4,81.19,0,0.02,23.85,0.71,31.87,0,1,0,1
3.26,6.56,95.55,81.17,0.02,0.02,21.33,1.61,34.72,1,1,1,1
3.19,7.24,84.32,135.19,0.01,0.02,15.26,0.52,35.56,1,1,1,1
3.19,8.76,35.97,130.53,0.01,0.02,20.52,1.94,29.58,1,1,1,1
3.39,8.15,81.91,103.96,0.01,0.02,18.78,0.96,31.79,1,1,1,1
3.88,7.25,55.56,148.95,0.01,0.02,22.9,0.37,36.81,1,1,0,1
3.64,7.95,52.16,120.37,0,0.02,14.42,0.02,29.02,1,0,0,1
4.29,7.43,92.45,102.14,0.01,0.02,21.34,2.21,33.6,1,1,0,1
4.48,6.92,59.3,132.08,0.01,0.02,12.66,0.3,28.08,1,1,1,1
3.67,6.6,37.52,128.94,0.01,0.02,21.07,3.48,36.86,1,1,1,1
4.63,8.96,50.83,113.86,0,0.02,16.63,5.05,33.48,0,1,0,1
3.51,7.96,28.78,83.18,0.01,0.02,22.74,5.49,33.9,1,1,1,1
4.23,8.05,32.02,83.14,0,0.02,21.24,0.14,33.36,0,1,0,1
4.71,7.2,37.28,90.21,0.01,0.02,23.85,4.76,33.8,1,1,0,1
3.36,8.76,72.39,127.87,0.01,0.02,18.92,0.02,33.18,1,1,1,1
4.01,7.6,80.75,126.6,0.01,0.02,11.65,0.45,34.69,0,0,0,1
4.42,7.11,83.44,138.58,0.02,0.02,20.76,4.32,34.94,1,1,0,1
3.46,6.61,64.06,121.32,0.02,0.02,13.13,0.42,29.62,1,1,1,1
4.62,6.8,26.68,134.12,0,0.02,19.37,0.94,32.36,1,1,1,1
4.16,7.74,69.96,122.05,0.02,0.02,19.94,0.75,32.55,0,0,0,1
4.96,8.25,50.36,83.68,0.01,0.02,11.06,5.87,34.39,0,1,0,1
4.78,7.31,83.83,92.28,0.01,0.02,15.81,0.11,28.4,1,1,0,1
4.53,6.53,92.19,98.55,0.01,0.02,21.67,0.59,35.54,1,1,1,1
4.77,8.13,56.94,98.49,0,0.02,10.8,0.32,31.53,0,1,0,1
3.65,6.97,99.86,144.04,0.01,0.02,10.13,0.89,30.64,1,1,0,1
4.45,7.8,87.31,79.37,0.02,0.02,16.18,5.47,31.94,0,0,0,1
3.93,8.82,72.16,127.46,0,0.02,16.99,0.45,28.51,1,1,0,1
4.48,7.67,84.08,112.6,0.01,0.02,21.83,0.47,30.65,0,0,0,1
4.12,8.67,98.71,113.64,0.01,0.02,16.15,4,33.13,0,1,0,1
3.82,7.55,38.45,108.81,0.01,0.02,21.64,0.02,32.63,1,1,0,1
3.12,8.72,57.5,137.57,0.02,0.02,23.5,2.78,29.03,1,1,1,1
4,7.43,56.18,110.48,0.01,0.02,23.75,0.16,30.24,1,1,0,1
4.03,6.83,97.29,129.66,0.02,0.02,22.06,0.43,35.34,1,1,0,1
4.04,7.57,33.07,105.21,0.02,0.02,21.76,1.46,29.43,0,1,0,1
4.01,7.48,85.84,83.7,0,0.02,14.69,0.43,28.43,1,1,0,1
3.84,8.96,59.46,104.27,0.02,0.02,10.15,2.99,33.03,1,1,0,1
4.31,8.95,71.92,113.93,0.01,0.02,14.28,0.67,30.09,0,1,0,1
4.44,7.27,84.04,127.85,0,0.02,20.59,4.99,28.1,1,1,0,1
4.33,8.83,94.35,78.29,0,0.02,22.71,1.67,33.69,0,1,0,1
3.99,8.5,94.58,92.1,0.02,0.02,23.34,0.43,28.26,1,0,0,1
3.19,8.84,99.26,137.23,0,0.02,21.51,5.54,28.5,1,1,1,1
4.62,8.05,94.03,110.48,0.01,0.02,23.98,0.58,32.22,0,0,0,1
3.79,7.42,57.33,103.23,0.02,0.02,24.15,1.52,29.83,1,1,0,1
3.74,7.52,83.33,106.92,0.01,0.02,23.71,0.27,30.65,1,0,0,1
3.63,8.3,56.44,117.11,0.02,0.02,15.08,0.67,36.42,1,1,1,1
3.82,8.08,74.79,110.54,0.02,0.02,24.91,1.26,36.05,1,1,0,1
4.03,7.93,39.66,89.76,0,0.02,15.14,0.66,35.26,0,1,0,1
3.57,8.54,38.02,138.2,0.01,0.02,24.57,0.91,36.98,1,1,1,1
3.95,6.87,96.73,117.85,0.02,0.02,23.09,0.06,33.63,1,1,0,1
3.06,7.17,98.88,103.11,0,0.02,19.41,2.57,31.71,1,1,1,1
3.28,7.44,95.6,82.18,0.02,0.02,24.96,0.58,36,1,1,1,1
3.24,6.76,47.61,103.36,0.01,0.02,12.24,1,35.58,1,1,1,1
4.02,8.35,94.5,80.7,0,0.02,22.08,0.46,32.84,0,0,0,1
4.88,7.32,64.79,89.45,0.01,0.02,22.4,4.46,28.82,1,1,0,1
3.71,7.99,89.52,146.02,0.02,0.02,21.8,4.77,29.74,1,0,0,1
4.88,8.73,45.47,135.58,0.01,0.02,24.82,0.66,30.12,0,1,0,1
3.61,7.22,95.69,84.33,0,0.02,16.48,0.13,29.46,1,1,0,1
3.45,8.35,63.99,147.46,0.01,0.02,22.76,0.54,28.98,1,1,0,1
3.22,7.69,61.11,120.23,0.01,0.02,17.19,0.74,35.85,1,0,1,1
4.21,7.54,45.2,125.75,0.01,0.02,20.53,0.51,34.32,0,0,0,1
4.11,8.57,71.78,93.2,0.01,0.02,20.8,0.06,29.94,0,1,0,1
4.21,7.81,96.65,145.11,0.01,0.02,22.66,0.74,30.35,0,0,0,1
4.59,7.69,57.83,114.99,0.02,0.02,13.38,0.92,34.49,0,0,0,1
3.04,8.65,90.43,75.66,0.02,0.02,18.13,0.65,30.09,1,1,1,1
4.98,6.83,77.61,147.78,0.02,0.02,18.47,5.01,28.55,1,1,1,1
3.17,6.81,60.8,141.01,0.01,0.02,13.67,0.64,33.33,1,1,1,1
4.8,6.83,54.2,123.55,0,0.02,23.76,0.54,33.63,1,1,1,1
3.48,8.13,54.44,81.69,0,0.02,17.57,0.88,30.93,1,1,0,1
